date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:04:37	378/378	---MCZ	200	added ('OK')	text/plain	etag:cacheable:fa0a5ed414e7a450cc86922bedc4b298	https://ap-cogen.myshopify.com/robots.txt		(from )
11:04:39	237847/237847	---MCZ	200	added ('OK')	text/html	etag:cacheable:1b1aea8bc8f5a9b7d6ea84e872cec546	https://ap-cogen.myshopify.com/	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/index.html	(from )
11:04:40	111076/111076	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:04884cb205f053fb2b73843415722c20	https://ap-cogen.myshopify.com/ap-cogen.myshopify.com	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/ap-cogen.myshopify.com	(from https://ap-cogen.myshopify.com/)
11:04:42	815/815	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:08:55%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/favicon.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/faviconb457.png	(from https://ap-cogen.myshopify.com/)
11:04:43	965/965	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:08:56%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/logo.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/logob457.png	(from https://ap-cogen.myshopify.com/)
11:04:46	95957/95957	---M-Z	200	added ('OK')	application/javascript	etag:W/%22553fb36a-176d5%22	http://code.jquery.com/jquery-1.11.3.min.js	C:/Users/m.nageh/Desktop/Lamp/l/code.jquery.com/jquery-1.11.3.min.js	(from https://ap-cogen.myshopify.com/)
11:04:50	6063/6063	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Feb%202019%2006:09:14%20GMT	http://cdn.shopify.com/s/assets/themes_support/api.jquery-e94e010e92e659b566dbc436fdfe5242764380e00398907a14955ba301a4749f.js	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/assets/themes_support/api.jquery-e94e010e92e659b566dbc436fdfe5242764380e00398907a14955ba301a4749f.js	(from https://ap-cogen.myshopify.com/)
11:04:50	9611/9611	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Feb%202019%2006:09:14%20GMT	http://cdn.shopify.com/s/assets/themes_support/option_selection-fe6b72c2bbdd3369ac0bfefe8648e3c889efca213baefd4cfb0dd9363563831f.js	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/assets/themes_support/option_selection-fe6b72c2bbdd3369ac0bfefe8648e3c889efca213baefd4cfb0dd9363563831f.js	(from https://ap-cogen.myshopify.com/)
11:04:51	30895/30895	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20Jul%202017%2009:19:27%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/global.js?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/globalb457.js	(from https://ap-cogen.myshopify.com/)
11:04:52	0/0	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Aug%202016%2008:43:30%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/load-page-product.js?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/load-page-productb457.js	(from https://ap-cogen.myshopify.com/)
11:04:56	111747/111747	---MCZ	200	added ('OK')	text/html	etag:cacheable:5a18abb64e642384ecf9c322d11ffdcc	https://ap-cogen.myshopify.com/pages/wishlist	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/pages/wishlist.html	(from https://ap-cogen.myshopify.com/)
11:04:56	28759/28759	---M-Z	200	added ('OK')	text/css	etag:%221544639720%22	http://maxcdn.bootstrapcdn.com/font-awesome/4.6.1/css/font-awesome.min.css	C:/Users/m.nageh/Desktop/Lamp/l/maxcdn.bootstrapcdn.com/font-awesome/4.6.1/css/font-awesome.min.css	(from https://ap-cogen.myshopify.com/)
11:04:57	607/607	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2009:09:11%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/fonts.scss.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/fonts.scssb457.css	(from https://ap-cogen.myshopify.com/)
11:04:59	81387/81387	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202016%2008:43:25%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/animate.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/animateb457.css	(from https://ap-cogen.myshopify.com/)
11:05:00	3859/3859	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202016%2008:43:29%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/jquery.fancybox.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/jquery.fancyboxb457.css	(from https://ap-cogen.myshopify.com/)
11:05:00	1825/1825	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202016%2008:43:30%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/owl.carousel.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/owl.carouselb457.css	(from https://ap-cogen.myshopify.com/)
11:05:02	93922/93922	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2009:09:16%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/global.scss.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/global.scssb457.css	(from https://ap-cogen.myshopify.com/)
11:05:03	19442/19442	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2009:09:17%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/block-theme.scss.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/block-theme.scssb457.css	(from https://ap-cogen.myshopify.com/)
11:05:05	49183/49183	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2009:09:18%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/menu.scss.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/menu.scssb457.css	(from https://ap-cogen.myshopify.com/)
11:05:07	27810/27810	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2009:09:20%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/product.scss.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/product.scssb457.css	(from https://ap-cogen.myshopify.com/)
11:05:09	74284/74284	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2009:09:22%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/site_temp.scss.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/site_temp.scssb457.css	(from https://ap-cogen.myshopify.com/)
11:05:10	1493/1493	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Feb%202019%2009:09:23%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/responsive.scss.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/responsive.scssb457.css	(from https://ap-cogen.myshopify.com/)
11:05:14	50633/50633	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Jan%202019%2015:23:10%20GMT	https://cdn.shopify.com/s/javascripts/tricorder/trekkie.storefront.min.js?v=2017.09.05.1	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/javascripts/tricorder/trekkie.storefront.min97e4.js	(from https://ap-cogen.myshopify.com/)
11:05:15	5975/5975	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Feb%202019%2006:09:13%20GMT	http://cdn.shopify.com/s/assets/shop_events_listener-acf771159f9849ef6e5265782c99efe8b99406214c96a4373224ecafe285d7bb.js	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/assets/shop_events_listener-acf771159f9849ef6e5265782c99efe8b99406214c96a4373224ecafe285d7bb.js	(from https://ap-cogen.myshopify.com/)
11:05:17	36575/36575	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Feb%202019%2006:09:13%20GMT	http://cdn.shopify.com/s/assets/storefront/features-e87392afe29fe307282f4e6aad12cb4bcc2afefd6b7febf0b70edfd315f9684c.js	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/assets/storefront/features-e87392afe29fe307282f4e6aad12cb4bcc2afefd6b7febf0b70edfd315f9684c.js	(from https://ap-cogen.myshopify.com/)
11:05:18	326960/326960	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Feb%202019%2006:09:13%20GMT	http://cdn.shopify.com/s/assets/storefront/express_buttons-cd56b1612ad6e53ffb95b972011af573b163c318916c196ada77aa1b3e755228.js	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/assets/storefront/express_buttons-cd56b1612ad6e53ffb95b972011af573b163c318916c196ada77aa1b3e755228.js	(from https://ap-cogen.myshopify.com/)
11:05:19	892/892	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Sep%202016%2003:31:47%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/ap_multilang.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/ap_multilangb457.css	(from https://ap-cogen.myshopify.com/)
11:05:20	26/26	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Aug%202016%2008:43:26%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/ap_multilang.js?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/ap_multilangb457.js	(from https://ap-cogen.myshopify.com/)
11:05:21	851/851	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202016%2008:43:26%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/ap_producttabs.css?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/ap_producttabsb457.css	(from https://ap-cogen.myshopify.com/)
11:05:23	12564/12564	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Aug%202016%2008:43:29%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/jquery.hashchange.js?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/jquery.hashchangeb457.js	(from https://ap-cogen.myshopify.com/)
11:05:24	26783/26783	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Aug%202016%2008:43:28%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/jquery.easytabs.js?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/jquery.easytabsb457.js	(from https://ap-cogen.myshopify.com/)
11:05:25	64/64	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Aug%202016%2008:43:26%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/ap_producttabs.js?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/ap_producttabsb457.js	(from https://ap-cogen.myshopify.com/)
11:05:26	774/774	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:09:39%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_1.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_1b457.png	(from https://ap-cogen.myshopify.com/)
11:05:27	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Feb%202019%2009:09:40%20GMT	http://ap-cogen.myshopify.com/?preview_theme_id=130289091	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/index1114.html	(from https://ap-cogen.myshopify.com/)
11:05:28	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Feb%202019%2009:09:40%20GMT	http://ap-cogen.myshopify.com/?preview_theme_id=130516227	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/index244f.html	(from https://ap-cogen.myshopify.com/)
11:05:29	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Feb%202019%2009:09:42%20GMT	http://ap-cogen.myshopify.com/?preview_theme_id=125169603	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/indexeb5b.html	(from https://ap-cogen.myshopify.com/)
11:05:29	620/620	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:09:42%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_2.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_2b457.png	(from https://ap-cogen.myshopify.com/)
11:05:30	690/690	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:09:43%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_3.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_3b457.png	(from https://ap-cogen.myshopify.com/)
11:05:31	612/612	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:09:44%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_4.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_4b457.png	(from https://ap-cogen.myshopify.com/)
11:05:32	474/474	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Feb%202019%2009:09:45%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_5.png?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/currencies_img_5b457.png	(from https://ap-cogen.myshopify.com/)
11:05:35	114439/114439	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Feb%202019%2009:09:47%20GMT	https://ap-cogen.myshopify.com/account/login	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/account/login.html	(from https://ap-cogen.myshopify.com/)
11:05:37	112316/112316	---MCZ	200	added ('OK')	text/html	etag:cacheable:c83c7b9f82d5731728d8f56d28e35303	https://ap-cogen.myshopify.com/account/register	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/account/register.html	(from https://ap-cogen.myshopify.com/)
11:05:37	110/110	---MC-	302	error ('Found')	text/html	date:Mon,%2018%20Feb%202019%2009:09:50%20GMT	https://ap-cogen.myshopify.com/account	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/account	(from https://ap-cogen.myshopify.com/)
11:05:39	110747/110747	---MCZ	200	added ('OK')	text/html	etag:cacheable:c747cd804675c74d0a7e0f8f31fb5d58	https://ap-cogen.myshopify.com/cart	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/cart.html	(from https://ap-cogen.myshopify.com/)
11:05:40	115/115	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Feb%202019%2009:09:53%20GMT	http://ap-cogen.myshopify.com/?preview_theme_id=	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/indexfe6e.html	(from https://ap-cogen.myshopify.com/)
11:05:41	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Feb%202019%2009:09:53%20GMT	http://ap-cogen.myshopify.com/?preview_theme_id=128650755	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/index5926.html	(from https://ap-cogen.myshopify.com/)
11:05:41	119092/119092	---MCZ	200	added ('OK')	text/html	etag:cacheable:63819950df50399f2eb14ad8884a66dc	https://ap-cogen.myshopify.com/collections	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/collections.html	(from https://ap-cogen.myshopify.com/)
11:05:42	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Feb%202019%2009:09:54%20GMT	http://ap-cogen.myshopify.com/?preview_theme_id=129686531	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/index63ca.html	(from https://ap-cogen.myshopify.com/)
11:05:42	124/124	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Feb%202019%2009:09:54%20GMT	http://ap-cogen.myshopify.com/?preview_theme_id=129968899	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/indexd41b.html	(from https://ap-cogen.myshopify.com/)
11:05:45	174944/174944	---MCZ	200	added ('OK')	text/html	etag:cacheable:17e018a6fb1e8031356ec79f00d09cd6	https://ap-cogen.myshopify.com/collections/featured	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/collections/featured.html	(from https://ap-cogen.myshopify.com/)
11:05:46	175216/175216	---MCZ	200	added ('OK')	text/html	etag:cacheable:cd6c253b4617d30938b98eefc58ee28f	https://ap-cogen.myshopify.com/collections/special-product	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/collections/special-product.html	(from https://ap-cogen.myshopify.com/)
11:05:48	157336/157336	---MCZ	200	added ('OK')	text/html	etag:cacheable:997076850d846ccdad0a4e62bf39588d	https://ap-cogen.myshopify.com/collections/hot-product	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/collections/hot-product.html	(from https://ap-cogen.myshopify.com/)
11:05:49	191152/191152	---MCZ	200	added ('OK')	text/html	etag:cacheable:5396a8e138f29e061c813859e0cb4ecf	https://ap-cogen.myshopify.com/collections/trending-product	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/collections/trending-product.html	(from https://ap-cogen.myshopify.com/)
11:05:50	190551/190551	---MCZ	200	added ('OK')	text/html	etag:cacheable:5749015c3c6ae4747cc46c661b49c557	https://ap-cogen.myshopify.com/collections/best-seller	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/collections/best-seller.html	(from https://ap-cogen.myshopify.com/)
11:05:52	172897/172897	---MCZ	200	added ('OK')	text/html	etag:cacheable:03da4ebf86a651180abfc3b93f68332c	https://ap-cogen.myshopify.com/collections/latest-arrivals	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/collections/latest-arrivals.html	(from https://ap-cogen.myshopify.com/)
11:05:53	173736/173736	---MCZ	200	added ('OK')	text/html	etag:cacheable:aa32dacc4fe495bf9dad244e8139afaa	https://ap-cogen.myshopify.com/collections/all	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/collections/all.html	(from https://ap-cogen.myshopify.com/)
11:05:54	178663/178663	---MCZ	200	added ('OK')	text/html	etag:cacheable:6bf843393f6b26c36f1f45b6760aae42	https://ap-cogen.myshopify.com/products/amet-nunc-consequat	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/amet-nunc-consequat.html	(from https://ap-cogen.myshopify.com/)
11:05:56	185112/185112	---MCZ	200	added ('OK')	text/html	etag:cacheable:a4e2e572ccec11e1c2c4502acaa5827d	https://ap-cogen.myshopify.com/products/aenean-consequat-q	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/aenean-consequat-q.html	(from https://ap-cogen.myshopify.com/)
11:05:58	186645/186645	---MCZ	200	added ('OK')	text/html	etag:cacheable:511d622642c73e7831bf1af186d9c31a	https://ap-cogen.myshopify.com/products/libero-quis-enim-vehicula	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/libero-quis-enim-vehicula.html	(from https://ap-cogen.myshopify.com/)
11:06:01	171578/171578	---MCZ	200	added ('OK')	text/html	etag:cacheable:f7202f7e3b1c8e169efb7bf92252ae94	https://ap-cogen.myshopify.com/products/porttitor-arcst-neapien	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/porttitor-arcst-neapien.html	(from https://ap-cogen.myshopify.com/)
11:06:01	4044/4044	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:10:14%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_compact.jpg?v=1472866691	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_compact0a8b.jpg	(from https://ap-cogen.myshopify.com/)
11:06:04	168758/168758	---MCZ	200	added ('OK')	text/html	etag:cacheable:fa573ab87fc4be650b7c0df48a0acdd8	https://ap-cogen.myshopify.com/products/lg-lfd85033-ipod-cradle	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/lg-lfd85033-ipod-cradle.html	(from https://ap-cogen.myshopify.com/)
11:06:06	10490/10490	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:10:19%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/apmenuitem_ihtml_1.jpg?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/apmenuitem_ihtml_1b457.jpg	(from https://ap-cogen.myshopify.com/)
11:06:09	122779/122779	---MCZ	200	added ('OK')	text/html	etag:cacheable:9153dba6b3c3b02bdc3731ca2a122e13	https://ap-cogen.myshopify.com/blogs/news	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/news.html	(from https://ap-cogen.myshopify.com/)
11:06:10	2260/2260	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:10:16%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/3dc4505e400f4bbccb803a4aa0fd3efb-min_compact.jpg?v=1472007800	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/3dc4505e400f4bbccb803a4aa0fd3efb-min_compact959b.jpg	(from https://ap-cogen.myshopify.com/)
11:06:13	117748/117748	---MCZ	200	added ('OK')	text/html	etag:cacheable:6880295b34c3d99b4cc08c65046ffbc6	https://ap-cogen.myshopify.com/blogs/blog-fullwidth	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-fullwidth.html	(from https://ap-cogen.myshopify.com/)
11:06:16	122983/122983	---MCZ	200	added ('OK')	text/html	etag:cacheable:9b226b926e988e919c145d978f97cb95	https://ap-cogen.myshopify.com/blogs/blog-left-sidebar	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-left-sidebar.html	(from https://ap-cogen.myshopify.com/)
11:06:18	120087/120087	---MCZ	200	added ('OK')	text/html	etag:cacheable:9ebdaa9bc958b5226ee3f4d58b171aa9	https://ap-cogen.myshopify.com/blogs/blog-right-sidebar	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-right-sidebar.html	(from https://ap-cogen.myshopify.com/)
11:06:19	129991/129991	---MCZ	200	added ('OK')	text/html	etag:cacheable:f00e0653c9472b7b30274ff03c832dfb	https://ap-cogen.myshopify.com/blogs/blog-fullwidth/at-risus-pretium-urna-tortor-metus-fringilla-interdum-mauris-tempor-congue	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-fullwidth/at-risus-pretium-urna-tortor-metus-fringilla-interdum-mauris-tempor-congue.html	(from https://ap-cogen.myshopify.com/)
11:06:20	128325/128325	---MCZ	200	added ('OK')	text/html	etag:cacheable:136a594b0fc58f39e24d12cd93574310	https://ap-cogen.myshopify.com/blogs/blog-left-sidebar/morbi-odio-sodales-condimentum-molestie-condimentum-molestie-nam-enim	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-left-sidebar/morbi-odio-sodales-condimentum-molestie-condimentum-molestie-nam-enim.html	(from https://ap-cogen.myshopify.com/)
11:06:22	131697/131697	---MCZ	200	added ('OK')	text/html	etag:cacheable:14010d394440e1511815adbfd1597eba	https://ap-cogen.myshopify.com/blogs/blog-right-sidebar/at-risus-pretium-urna-tortor-metus-fringilla-interdum-mauris-tempor-congue	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/blog-right-sidebar/at-risus-pretium-urna-tortor-metus-fringilla-interdum-mauris-tempor-congue.html	(from https://ap-cogen.myshopify.com/)
11:06:23	31644/31644	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:10:36%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/t/2/assets/apmenuitem_ihtml_2.jpg?11551716603812328910	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/t/2/assets/apmenuitem_ihtml_2b457.jpg	(from https://ap-cogen.myshopify.com/)
11:06:26	113104/113104	---MCZ	200	added ('OK')	text/html	etag:cacheable:f3b460222d6ab0bda1761f27b6b20e22	https://ap-cogen.myshopify.com/pages/about-us	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/pages/about-us.html	(from https://ap-cogen.myshopify.com/)
11:06:27	110/110	---MC-	302	error ('Found')	text/html	date:Mon,%2018%20Feb%202019%2009:10:41%20GMT	https://ap-cogen.myshopify.com/account	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/account	(from https://ap-cogen.myshopify.com/)
11:06:29	111538/111538	---MCZ	200	added ('OK')	text/html	etag:cacheable:7a3e7e2de519fad64f4e7a5ba0dda5f3	https://ap-cogen.myshopify.com/search	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/search.html	(from https://ap-cogen.myshopify.com/)
11:06:32	121069/121069	---MCZ	200	added ('OK')	text/html	etag:cacheable:15fe72317103512d1bbc6b9041bdd168	https://ap-cogen.myshopify.com/pages/contact-us	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/pages/contact-us.html	(from https://ap-cogen.myshopify.com/)
11:06:32	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%2257605d23-60a%22	https://ap-cogen.myshopify.com/pages/terms-conditions	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/pages/terms-conditions	(from https://ap-cogen.myshopify.com/)
11:06:34	179993/179993	---MCZ	200	added ('OK')	text/html	etag:cacheable:35452246d778bf0d79c8f151a6b9c99d	https://ap-cogen.myshopify.com/pages/faq	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/pages/faq.html	(from https://ap-cogen.myshopify.com/)
